#=# Graphic Format of Mapping result-> #=#
#=# Used by Windows QTL Cartographer V2.0 #=#

TheThis output file (map_inp_inhsg-CWH.qrt) was created by ZMapQTL...
#
#	It is 15:35:20 on ‹à—j“ú, 03 12ŒŽ 2004
#
#
#The position is from the left telomere on the chromosome
-window      10.00      Window size for models 5 and 6
-background      5      Background parameters in model 6
-Model           6      Model number
-trait          47      Analyzed trait [WH_EUR]
-cross         RI0      Cross
#
#  Note that our Likelihood ratio test statistic compares two nested hypotheses
#  and is two times the negative natural log of the ratio of the likelihoods.  For example,
#  assume that  hypothesis H0 is nested within H1 and that they have likelihoods L0 and L1 respectively.
#  Then, the "Likelihood Ratio Test Statistic" is -2ln(L0/L1). 
#
#  Test Site   * Like. Ratio Test Statistics   *     Additive       *     Dominance        * Misc. HT
 c  m position     H0:H1          R2(0:1)        TR2(0:1)        H1:a            S1            ....           ....          ....           ....           ....           ....          ....             .....           ....          .....         .....           ....          .....
-s
 1  1  0.0001      0.0612385      0.0002018      0.6513300      0.1829899      0.5623714      0.0000000      0.0000000      0.0000000      0.0000000     52.8799523      0.0000000      0.0000000     52.8799523      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  1  0.0201      0.0329191      0.0001143      0.6512424      0.1379119      0.5766442      0.0000000      0.0000000      0.0000000      0.0000000     52.8932353      0.0000000      0.0000000     52.8932353      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  1  0.0401      0.0112473      0.0000404      0.6511685      0.0821804      0.5915828      0.0000000      0.0000000      0.0000000      0.0000000     52.9044379      0.0000000      0.0000000     52.9044379      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  1  0.0601      0.0006220      0.0000023      0.6511304      0.0194490      0.6052822      0.0000000      0.0000000      0.0000000      0.0000000     52.9102227      0.0000000      0.0000000     52.9102227      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  1  0.0801      0.0032058      0.0000115      0.6511396     -0.0440435      0.6159043      0.0000000      0.0000000      0.0000000      0.0000000     52.9088247      0.0000000      0.0000000     52.9088247      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  1  0.1001      0.0177314      0.0000612      0.6511893     -0.1020582      0.6226336      0.0000000      0.0000000      0.0000000      0.0000000     52.9012888      0.0000000      0.0000000     52.9012888      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  1  0.1201      0.0402440      0.0001313      0.6512594     -0.1500861      0.6257994      0.0000000      0.0000000      0.0000000      0.0000000     52.8906503      0.0000000      0.0000000     52.8906503      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  2  0.1206      0.0404958      0.0001320      0.6512601     -0.1504952      0.6258020      0.0000000      0.0000000      0.0000000      0.0000000     52.8905431      0.0000000      0.0000000     52.8905431      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  2  0.1406      0.0092467      0.0000314      0.6511595     -0.0729832      0.6183321      0.0000000      0.0000000      0.0000000      0.0000000     52.9058012      0.0000000      0.0000000     52.9058012      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  2  0.1606      0.0003675      0.0000013      0.6511294      0.0145940      0.6067198      0.0000000      0.0000000      0.0000000      0.0000000     52.9103716      0.0000000      0.0000000     52.9103716      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  2  0.1806      0.0185820      0.0000643      0.6511924      0.1034584      0.5916306      0.0000000      0.0000000      0.0000000      0.0000000     52.9008174      0.0000000      0.0000000     52.9008174      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  2  0.2006      0.0606341      0.0002040      0.6513322      0.1837860      0.5753320      0.0000000      0.0000000      0.0000000      0.0000000     52.8796219      0.0000000      0.0000000     52.8796219      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  3  0.2157      0.1018277      0.0003318      0.6514600      0.2340303      0.5639811      0.0000000      0.0000000      0.0000000      0.0000000     52.8602351      0.0000000      0.0000000     52.8602351      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  3  0.2357      0.0174116      0.0000590      0.6511871      0.0988722      0.5929691      0.0000000      0.0000000      0.0000000      0.0000000     52.9016162      0.0000000      0.0000000     52.9016162      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  3  0.2557      0.0051995      0.0000178      0.6511459     -0.0544102      0.6155325      0.0000000      0.0000000      0.0000000      0.0000000     52.9078691      0.0000000      0.0000000     52.9078691      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  3  0.2757      0.0736309      0.0002456      0.6513737     -0.2029276      0.6261409      0.0000000      0.0000000      0.0000000      0.0000000     52.8733210      0.0000000      0.0000000     52.8733210      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  4  0.2857      0.1307741      0.0004267      0.6515548     -0.2679262      0.6276944      0.0000000      0.0000000      0.0000000      0.0000000     52.8458563      0.0000000      0.0000000     52.8458563      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
 1  4  0.3057      0.0753675      0.0002742      0.6514024     -0.2145016      0.6327872      0.0000000      0.0000000      0.0000000      0.0000000     52.8689741      0.0000000      0.0000000     52.8689741      0.0000000      0.0000000      0.0000000      0.0000000      0.0000000 
