loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	142	2.27	4.49	.91	.35	5.54	.58	.00	.26	.00	.00
	143	2.43	3.75	.97	.38	5.97	.55	.00	.34	.00	.00
	144	2.59	3.01	1.03	.42	6.38	.53	.00	.44	.00	.00
	145	2.72	2.30	1.09	.45	6.75	.53	.00	.54	.00	.00
	146	2.83	1.67	1.16	.55	7.09	.54	.00	.64	.00	.00
	147	2.90	1.65	1.23	.68	7.40	.57	.00	.75	.00	.00
	148	2.93	1.63	1.30	.84	5.25	.61	.00	.86	.00	.00
	149	2.93	1.62	1.38	1.02	5.03	.67	.00	.97	.00	.00
	150	4.85	1.60	1.46	1.21	4.79	.73	.00	.33	.00	.00
	151	4.72	.80	1.54	1.42	4.54	.81	.00	.26	.00	.00
	152	4.60	.83	1.62	1.64	4.28	.89	.00	.20	.00	.00
	153	4.47	.88	1.69	1.85	4.02	.98	.00	.14	.00	.00
	154	4.35	.95	1.77	2.05	3.74	1.08	.00	.10	.00	.00
	155	4.23	1.04	1.85	2.24	3.47	1.18	.00	.08	.00	.00
	156	4.11	1.14	1.93	2.41	3.19	1.28	.00	.08	.00	.00
	157	4.00	2.26	2.00	2.56	2.91	1.39	.00	.11	.00	.00
	158	3.89	2.40	2.06	2.68	2.63	1.49	.00	.16	.00	.00
	159	3.79	2.55	2.12	2.77	2.36	.00	.00	.24	.00	.00
	160	3.71	2.69	2.17	2.85	2.11	.00	.00	.33	.00	.00
	161	3.63	2.83	2.22	2.90	1.86	.00	.00	.43	.00	.00
	162	3.57	2.96	2.25	2.93	1.64	.00	.00	.55	.00	.00
	163	3.51	3.09	2.28	2.95	1.44	.00	.00	.67	.00	.00
	164	3.47	3.22	2.29	2.95	1.25	.00	.00	.79	.00	.00
	165	3.44	3.34	2.30	2.94	1.10	.00	.00	.06	.00	.00
	166	3.42	3.45	2.30	2.92	.97	.00	.00	.03	.00	.00
	167	3.41	3.56	2.29	2.89	.86	.00	.00	.03	.00	.00
	168	3.41	3.66	2.27	.00	.78	.00	.00	.05	.00	.00
	169	3.41	3.76	2.24	.00	.73	.00	.00	.10	.00	.00
	170	3.42	3.85	2.21	.00	.69	.00	.00	.17	.00	.00
	171	3.43	3.94	2.17	.00	.67	.00	.00	.27	.00	.00
	172	3.45	4.02	2.12	.00	.66	.00	.00	.38	.00	.00
	173	3.48	4.09	2.07	.00	.67	.00	.00	.51	.00	.00
