loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	149	2.77	3.17	.49	3.55	2.10	1.75	.00	7.98	.00	.00
	150	2.81	3.08	.56	3.36	2.03	1.77	.00	7.86	.00	.00
	151	2.81	2.42	.64	3.16	1.95	1.78	.00	8.06	.00	.00
	152	2.79	2.29	.73	2.94	1.87	1.80	.00	8.21	.00	.00
	153	2.77	2.10	.82	2.70	1.78	1.82	.00	8.32	.00	.00
	154	2.73	1.85	.91	2.45	1.69	1.84	.00	8.38	.00	.00
	155	2.68	1.57	1.01	2.18	1.60	1.86	.00	8.39	.00	.00
	156	2.62	1.28	1.12	1.90	1.50	1.89	.00	8.34	.00	.00
	157	2.54	1.80	1.22	1.62	1.40	1.91	.00	8.24	.00	.00
	158	2.46	1.87	1.33	1.34	1.30	1.94	.00	8.09	.00	.00
	159	2.35	1.95	1.44	1.06	1.20	.00	.00	7.88	.00	.00
	160	2.25	2.02	1.54	.81	1.10	.00	.00	7.62	.00	.00
	161	2.13	2.08	1.64	.58	1.01	.00	.00	7.32	.00	.00
	162	2.01	2.15	1.74	.39	.92	.00	.00	6.98	.00	.00
	163	1.89	2.20	1.83	.24	.83	.00	.00	6.61	.00	.00
	164	1.77	2.25	1.91	.13	.75	.00	.00	6.24	.00	.00
	165	1.65	2.30	1.99	.07	.67	.00	.00	6.05	.00	.00
	166	1.54	2.34	2.06	.06	.60	.00	.00	5.87	.00	.00
	167	1.44	2.36	2.12	.08	.53	.00	.00	5.66	.00	.00
	168	1.34	2.39	2.18	.00	.48	.00	.00	5.41	.00	.00
	169	1.26	2.40	2.22	.00	.43	.00	.00	5.14	.00	.00
	170	1.18	2.41	2.26	.00	.38	.00	.00	4.86	.00	.00
	171	1.11	2.42	2.29	.00	.34	.00	.00	4.56	.00	.00
	172	1.05	2.42	2.31	.00	.31	.00	.00	4.26	.00	.00
	173	1.00	2.42	2.32	.00	.28	.00	.00	3.96	.00	.00
	174	.96	2.42	2.33	.00	.25	.00	.00	3.66	.00	.00
	175	1.01	2.42	2.33	.00	.23	.00	.00	3.38	.00	.00
	176	1.04	2.42	2.33	.00	.21	.00	.00	3.12	.00	.00
	177	1.08	2.42	2.32	.00	.20	.00	.00	1.90	.00	.00
	178	1.12	2.43	2.31	.00	.18	.00	.00	1.80	.00	.00
	179	1.15	2.44	2.30	.00	.17	.00	.00	1.66	.00	.00
	180	1.18	2.45	2.28	.00	.00	.00	.00	1.50	.00	.00
	181	1.21	2.47	2.26	.00	.00	.00	.00	1.32	.00	.00
	182	1.23	2.49	2.25	.00	.00	.00	.00	1.13	.00	.00
	183	1.25	2.00	2.23	.00	.00	.00	.00	.94	.00	.00
	184	1.26	2.42	2.21	.00	.00	.00	.00	.77	.00	.00
	185	1.27	2.88	2.18	.00	.00	.00	.00	.62	.00	.00
