loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	57	3.66	1.70	1.38	3.08	2.90	5.43	2.41	1.69	1.53	8.52
	58	3.76	1.76	1.20	3.06	3.51	5.52	2.61	2.03	1.83	8.63
	59	3.85	1.84	.16	3.04	4.15	5.58	2.81	2.38	2.16	8.67
	60	3.93	1.92	.11	3.01	4.80	3.90	3.02	2.73	2.52	7.03
	61	3.99	2.01	.07	2.99	5.45	4.56	3.23	3.07	2.90	6.98
	62	4.05	2.10	.12	2.95	6.10	5.26	3.44	3.41	3.28	6.95
	63	4.09	2.18	.16	2.92	6.72	5.98	3.64	3.73	3.66	6.93
	64	4.06	2.26	.14	2.88	7.32	6.69	3.84	4.03	4.03	6.93
	65	3.91	2.32	.12	2.85	7.89	7.36	4.02	1.92	4.37	6.95
	66	3.68	2.38	.11	2.81	8.42	7.98	4.19	1.81	4.69	6.97
	67	3.38	2.41	.09	2.76	8.23	8.54	4.35	1.69	4.97	6.99
	68	3.03	2.43	.09	2.72	8.16	9.02	4.49	1.57	5.23	6.99
	69	2.66	2.42	.08	2.68	8.06	9.42	4.62	1.45	5.45	6.99
	70	2.31	2.39	.07	2.63	7.94	10.73	4.74	1.33	.86	6.96
	71	2.02	2.34	.07	2.28	7.80	11.27	4.83	1.21	.72	6.91
	72	1.05	2.27	.07	2.60	7.64	11.67	4.92	1.10	.58	6.83
	73	1.16	1.94	.07	2.30	7.46	11.95	5.25	.98	.45	6.72
	74	1.28	1.91	.08	1.98	7.24	12.09	5.33	.87	.33	6.59
	75	1.41	1.87	3.17	1.65	7.00	12.11	5.40	.77	.11	6.44
	76	1.55	1.80	3.30	1.36	6.73	12.03	5.45	.67	.15	6.27
	77	1.69	1.71	3.43	1.13	6.44	11.84	5.49	.58	.22	6.09
	78	1.83	1.60	3.56	.99	6.11	11.57	5.52	.49	.33	5.90
	79	1.97	1.47	3.69	.30	5.76	11.22	5.53	.42	.48	5.71
	80	2.11	1.33	3.82	.30	5.38	10.82	5.51	.35	.69	5.52
	81	2.23	1.17	3.95	.32	4.98	10.38	5.48	.29	.94	5.34
	82	.47	1.02	4.08	.34	4.57	9.91	5.43	.25	1.25	5.17
	83	.41	.87	4.21	.37	4.16	9.42	5.35	.21	1.61	5.01
	84	.35	.74	4.34	.41	3.75	8.93	5.25	.19	2.03	4.86
	85	.30	.63	4.46	.46	3.36	8.44	5.14	.18	2.50	6.97
	86	.24	.55	4.59	.53	2.98	6.34	5.01	.18	3.04	6.97
	87	.20	.50	4.71	.60	2.65	6.02	4.87	.20	3.62	6.96
	88	.15	.47	4.82	.69	2.34	5.89	4.72	.22	4.26	6.95
	89	.11	.47	4.93	.79	2.07	5.73	4.57	.26	4.94	6.92
	90	.08	.49	5.04	.89	1.83	5.54	4.41	.30	5.65	6.89
	91	.05	.53	5.14	1.00	1.63	5.34	4.26	.36	6.39	6.86
	92	.03	.31	5.23	1.13	1.18	5.12	4.12	.43	7.15	6.83
	93	.01	.32	5.32	1.26	.99	4.89	4.00	.51	7.92	6.79
	94	.01	.33	5.41	1.39	.82	4.64	3.88	.60	8.70	6.75
	95	.01	.34	5.48	1.53	.71	4.38	3.78	.70	9.48	6.71
	96	.02	.34	5.55	1.67	.67	4.10	3.71	.81	10.25	6.67
	97	.04	.34	5.61	1.81	.69	3.81	3.64	.92	11.02	6.62
	98	.07	.34	5.66	1.95	.17	3.50	3.59	1.04	11.77	6.56
	99	.11	.34	5.71	2.09	.13	3.19	3.56	1.16	12.50	6.50
	100	.16	.33	5.75	2.23	.09	2.87	3.55	1.29	13.22	6.43
	101	.23	.33	5.78	2.36	.06	2.55	3.54	1.43	16.70	6.35
	102	.30	.32	5.80	2.49	.03	2.23	3.55	3.66	16.69	6.27
	103	.38	.27	5.82	2.62	.02	1.92	3.56	3.55	16.62	6.18
	104	.47	.22	5.83	2.73	.01	1.63	3.59	3.42	16.50	7.90
	105	.57	.18	5.83	2.84	.01	1.35	3.61	3.29	16.33	8.52
	106	.68	.13	5.83	2.95	.02	1.10	3.64	3.15	16.09	9.02
	107	.80	.10	5.82	3.04	.04	.88	2.08	3.00	15.80	9.37
	108	.92	.07	5.81	3.14	.07	.69	2.05	2.84	15.46	9.57
	109	1.05	.05	5.79	11.51	.12	.54	1.97	2.68	15.05	9.63
	110	1.18	.04	5.77	12.07	.17	.43	1.84	2.51	14.60	9.56
	111	1.31	.05	5.74	12.61	.23	.36	1.67	2.34	14.09	9.30
	112	1.44	.59	5.71	13.10	.31	.34	1.47	2.16	13.54	8.83
	113	1.57	1.58	5.68	13.55	.40	.36	1.28	1.99	12.95	8.32
	114	1.70	2.40	5.64	13.95	.49	.42	1.11	1.82	12.33	7.78
	115	1.83	3.05	3.74	14.30	.59	.51	1.02	1.65	11.68	7.21
	116	1.96	3.70	3.84	14.59	.71	1.02	.91	1.48	11.00	6.63
	117	2.09	4.32	4.01	14.83	.83	.96	.75	1.33	10.32	6.03
	118	2.21	4.87	4.26	15.02	.95	.91	.61	1.18	9.62	5.45
	119	2.32	5.36	4.58	15.14	1.09	.86	.48	1.04	8.93	4.87
	120	2.44	.67	4.99	15.21	1.22	.81	.37	.92	8.23	4.33
	121	2.54	.60	5.47	15.23	1.36	.76	.27	.82	7.55	3.83
	122	2.64	.53	6.00	15.18	1.49	.72	.20	.72	6.88	3.38
	123	5.90	.46	6.59	15.08	1.63	.68	.15	.64	6.24	2.98
	124	6.14	.39	7.20	14.93	1.77	.64	.13	.57	5.62	2.63
	125	6.34	.33	7.82	14.73	1.91	.61	.13	.51	5.04	.00
	126	6.48	.28	8.42	14.47	2.04	.58	.16	.46	4.49	.00
	127	6.55	.23	8.98	14.18	2.17	.56	.21	.58	3.98	.00
	128	6.56	.18	9.50	13.84	2.30	.55	.29	.90	3.51	.00
	129	6.50	.15	8.94	13.47	4.19	.55	.40	1.16	3.08	.00
	130	6.39	.13	8.88	13.08	4.09	.55	.53	1.32	2.69	.00
	131	6.22	.12	8.80	12.66	4.00	.56	.81	1.51	2.13	.00
	132	6.00	.12	8.69	12.23	3.89	.58	.84	1.53	2.05	.00
	133	5.74	.13	8.56	11.81	3.78	.61	.87	1.31	1.98	.00
	134	5.45	.15	8.40	11.08	3.67	.65	.89	1.08	1.92	.00
	135	5.24	.19	8.20	10.01	3.55	.69	.92	.87	1.88	.00
	136	4.97	.24	7.98	11.22	3.43	.74	.94	.67	1.84	.00
	137	4.64	.31	7.73	12.34	3.30	.80	.95	.34	1.80	.00
	138	4.26	.40	7.45	13.31	3.16	.86	.97	.26	1.78	.00
	139	3.85	.50	7.14	14.11	3.01	.93	.98	.20	1.76	.00
	140	3.61	.62	6.80	14.74	2.86	1.00	1.00	.16	1.75	.00
	141	4.05	.75	6.45	15.18	2.70	1.07	1.02	.14	1.73	.00
	142	2.73	.89	6.07	15.45	2.53	1.15	1.04	.15	1.71	.00
	143	5.26	1.05	4.33	8.52	2.36	1.22	1.06	.17	1.68	.00
	144	5.45	1.22	4.03	8.31	2.18	1.29	1.09	.19	1.65	.00
	145	5.59	1.39	3.73	8.00	2.00	1.35	3.11	.19	1.61	.00
	146	5.69	1.57	3.44	7.60	1.81	1.42	3.08	.18	1.57	.00
	147	5.73	1.76	3.16	7.12	1.63	1.47	3.04	.17	1.53	.00
	148	5.71	1.95	2.90	.00	1.45	1.53	3.00	.17	1.48	.00
	149	5.65	2.14	2.65	.00	1.28	1.57	2.95	.16	1.44	.00
	150	5.54	2.33	2.42	.00	1.11	1.61	2.88	.16	4.57	.00
	151	5.39	6.84	2.20	.00	2.24	1.64	2.82	.15	4.65	.00
	152	5.21	6.79	2.01	.00	1.92	1.67	2.74	.14	4.73	.00
	153	5.00	6.74	1.83	.00	1.62	1.69	2.65	.13	4.81	.00
	154	3.23	6.68	1.67	.00	1.36	1.70	2.55	.12	4.89	.00
	155	3.59	6.63	1.53	.00	1.14	1.71	2.44	.12	4.97	.00
	156	3.99	6.56	1.41	.00	.98	1.71	2.33	.11	5.05	.00
	157	4.43	6.50	1.31	.00	.88	1.70	2.21	.10	5.12	.00
	158	4.90	6.44	1.22	.00	.86	1.69	2.08	.09	5.20	.00
	159	5.41	6.38	1.15	.00	.91	1.68	1.95	.08	5.27	.00
	160	5.94	6.32	1.09	.00	1.01	1.51	1.82	.07	5.34	.00
	161	6.50	6.26	1.04	.00	1.16	1.23	1.70	.06	5.41	.00
	162	7.06	6.23	7.68	.00	.95	.97	1.57	.05	5.48	.00
	163	7.63	6.02	8.38	.00	.95	.74	1.45	.04	5.54	.00
	164	8.19	5.58	9.10	.00	.96	.54	1.33	.04	5.61	.00
	165	8.74	4.94	9.84	.00	.96	.37	1.22	.03	5.67	.00
	166	9.27	4.17	10.59	.00	.97	.25	1.12	.03	5.73	.00
	167	9.78	11.25	11.34	.00	.98	.17	1.02	.02	5.79	.00
	168	10.25	11.09	12.09	.00	.98	.13	.94	.02	5.84	.00
	169	10.70	10.90	12.82	.00	.97	.12	.86	.02	5.89	.00
	170	11.10	10.69	13.53	.00	.96	.14	.79	.02	5.94	.00
	171	11.47	10.44	14.21	.00	.93	.18	.74	.01	5.98	.00
	172	11.79	10.15	14.85	.00	.90	.24	.69	.01	6.02	.00
	173	12.07	9.82	15.45	.00	.87	.31	.65	.00	6.05	.00
	174	12.31	9.43	16.01	.00	.82	.39	.00	.00	6.08	.00
	175	12.50	9.40	16.52	.00	.77	.00	.00	.00	6.10	.00
	176	12.66	9.57	16.98	.00	.71	.00	.00	.00	6.11	.00
	177	12.76	9.67	17.38	.00	.66	.00	.00	.00	6.12	.00
	178	12.82	9.69	17.74	.00	.60	.00	.00	.00	6.11	.00
	179	12.84	9.65	18.04	.00	.54	.00	.00	.00	6.10	.00
	180	12.83	9.53	18.30	.00	.48	.00	.00	.00	6.08	.00
	181	12.78	9.35	18.51	.00	.43	.00	.00	.00	6.06	.00
	182	12.70	9.11	18.67	.00	.39	.00	.00	.00	6.02	.00
	183	12.59	8.82	18.79	.00	.35	.00	.00	.00	5.98	.00
	184	8.83	8.48	18.87	.00	.32	.00	.00	.00	5.93	.00
	185	8.86	8.12	18.92	.00	.29	.00	.00	.00	.00	.00
	186	8.83	7.74	18.94	.00	.71	.00	.00	.00	.00	.00
	187	8.75	2.68	21.65	.00	.71	.00	.00	.00	.00	.00
	188	8.62	3.01	22.59	.00	.72	.00	.00	.00	.00	.00
	189	8.44	3.37	23.30	.00	.74	.00	.00	.00	.00	.00
	190	8.21	3.76	23.78	.00	.76	.00	.00	.00	.00	.00
	191	7.91	4.17	24.05	.00	.80	.00	.00	.00	.00	.00
	192	7.58	4.59	24.14	.00	.84	.00	.00	.00	.00	.00
	193	7.19	5.03	24.05	.00	.89	.00	.00	.00	.00	.00
	194	6.76	5.48	23.82	.00	.95	.00	.00	.00	.00	.00
	195	6.29	5.93	23.45	.00	1.02	.00	.00	.00	.00	.00
	196	5.81	6.38	22.96	.00	1.10	.00	.00	.00	.00	.00
	197	5.32	6.83	16.28	.00	1.18	.00	.00	.00	.00	.00
	198	4.85	.00	16.12	.00	1.26	.00	.00	.00	.00	.00
	199	4.41	.00	15.61	.00	1.36	.00	.00	.00	.00	.00
	200	4.02	.00	15.09	.00	1.45	.00	.00	.00	.00	.00
	201	3.68	.00	15.05	.00	1.54	.00	.00	.00	.00	.00
	202	.38	.00	.00	.00	1.64	.00	.00	.00	.00	.00
	203	.24	.00	.00	.00	1.73	.00	.00	.00	.00	.00
	204	.15	.00	.00	.00	1.83	.00	.00	.00	.00	.00
	205	.10	.00	.00	.00	1.91	.00	.00	.00	.00	.00
	206	.11	.00	.00	.00	2.00	.00	.00	.00	.00	.00
	207	.16	.00	.00	.00	2.08	.00	.00	.00	.00	.00
	208	.27	.00	.00	.00	2.16	.00	.00	.00	.00	.00
	209	.42	.00	.00	.00	2.23	.00	.00	.00	.00	.00
	210	.62	.00	.00	.00	2.29	.00	.00	.00	.00	.00
	211	.84	.00	.00	.00	2.35	.00	.00	.00	.00	.00
	212	1.09	.00	.00	.00	2.40	.00	.00	.00	.00	.00
	213	1.36	.00	.00	.00	2.44	.00	.00	.00	.00	.00
	214	1.65	.00	.00	.00	2.47	.00	.00	.00	.00	.00
	215	5.63	.00	.00	.00	2.50	.00	.00	.00	.00	.00
	216	5.84	.00	.00	.00	2.52	.00	.00	.00	.00	.00
	217	6.06	.00	.00	.00	2.53	.00	.00	.00	.00	.00
	218	6.28	.00	.00	.00	2.53	.00	.00	.00	.00	.00
	219	6.49	.00	.00	.00	2.53	.00	.00	.00	.00	.00
	220	6.70	.00	.00	.00	2.53	.00	.00	.00	.00	.00
	221	6.91	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	7.11	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	7.30	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	7.48	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	7.65	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	7.81	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	7.96	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	8.11	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	8.25	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	8.39	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	8.52	.00	.00	.00	.00	.00	.00	.00	.00	.00
	232	8.65	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	8.78	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	5.54	.00	.00	.00	.00	.00	.00	.00	.00	.00
	235	5.24	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	4.94	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	4.66	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	4.38	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	4.11	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	3.85	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	3.61	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	3.38	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	3.16	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	2.97	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	2.78	.00	.00	.00	.00	.00	.00	.00	.00	.00
	246	2.63	.00	.00	.00	.00	.00	.00	.00	.00	.00
	247	2.49	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	2.37	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	2.27	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	2.20	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	2.14	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	2.11	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	2.10	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	2.11	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	2.15	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	2.20	.00	.00	.00	.00	.00	.00	.00	.00	.00
	257	2.28	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	2.37	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	4.71	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	4.84	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	4.98	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	5.13	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	5.28	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	5.45	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	5.62	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	5.80	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	6.00	.00	.00	.00	.00	.00	.00	.00	.00	.00
	268	6.20	.00	.00	.00	.00	.00	.00	.00	.00	.00
	269	6.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	270	6.61	.00	.00	.00	.00	.00	.00	.00	.00	.00
	271	6.83	.00	.00	.00	.00	.00	.00	.00	.00	.00
	272	7.05	.00	.00	.00	.00	.00	.00	.00	.00	.00
	273	7.26	.00	.00	.00	.00	.00	.00	.00	.00	.00
	274	7.48	.00	.00	.00	.00	.00	.00	.00	.00	.00
	275	7.70	.00	.00	.00	.00	.00	.00	.00	.00	.00
	276	7.92	.00	.00	.00	.00	.00	.00	.00	.00	.00
	277	8.13	.00	.00	.00	.00	.00	.00	.00	.00	.00
	278	8.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	279	8.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	280	8.76	.00	.00	.00	.00	.00	.00	.00	.00	.00
	281	10.54	.00	.00	.00	.00	.00	.00	.00	.00	.00
	282	9.71	.00	.00	.00	.00	.00	.00	.00	.00	.00
	283	8.80	.00	.00	.00	.00	.00	.00	.00	.00	.00
	284	7.82	.00	.00	.00	.00	.00	.00	.00	.00	.00
	285	6.79	.00	.00	.00	.00	.00	.00	.00	.00	.00
	286	5.75	.00	.00	.00	.00	.00	.00	.00	.00	.00
	287	4.74	.00	.00	.00	.00	.00	.00	.00	.00	.00
	288	3.80	.00	.00	.00	.00	.00	.00	.00	.00	.00
