loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	136	5.77	3.22	1.81	12.52	2.99	5.34	.00	10.11	.00	3.53
	137	5.56	3.07	1.84	9.87	3.84	5.56	.00	9.74	.00	3.45
	138	5.33	2.92	1.87	9.09	4.74	5.78	.00	9.31	.00	3.38
	139	5.09	2.75	2.03	8.28	5.65	6.00	.00	8.83	.00	.00
	140	4.84	2.59	.28	7.46	6.53	6.23	.00	6.15	.00	.00
	141	4.50	1.13	.23	6.65	7.37	6.46	.00	5.96	.00	.00
	142	6.29	1.07	.18	5.88	8.15	6.68	.00	5.74	.00	.00
	143	6.49	1.01	.14	5.22	8.85	6.91	.00	5.53	.00	.00
	144	6.69	.96	.11	4.67	9.47	7.13	.00	5.30	.00	.00
	145	6.88	.91	.09	4.28	10.01	7.35	.00	5.06	.00	.00
	146	7.04	.87	.08	4.05	10.44	7.57	.00	4.81	.00	.00
	147	7.16	.82	.07	3.83	10.79	7.80	.00	4.56	.00	.00
	148	7.23	.79	.07	3.59	6.41	8.02	.00	4.29	.00	.00
	149	7.23	.75	.08	3.34	6.08	8.23	.00	4.03	.00	.00
	150	7.47	.72	.10	3.09	5.75	8.45	.00	2.31	.00	.00
	151	7.51	.38	.14	2.83	5.40	8.66	.00	2.10	.00	.00
	152	7.52	.28	.18	2.56	5.05	8.86	.00	1.90	.00	.00
	153	7.52	.21	.23	2.30	4.69	9.06	.00	1.72	.00	.00
	154	7.48	.17	.29	2.04	4.32	9.27	.00	1.54	.00	.00
	155	7.43	.17	.36	1.78	3.95	9.46	.00	1.38	.00	.00
	156	7.34	.20	.44	1.53	3.59	9.66	.00	1.23	.00	.00
	157	7.24	.02	.53	1.29	3.23	9.85	.00	1.10	.00	.00
	158	7.10	.02	.63	1.06	2.87	10.03	.00	.98	.00	.00
	159	6.93	.01	.73	.86	2.52	.00	.00	.89	.00	.00
	160	6.75	.01	.84	.68	2.18	.00	.00	.82	.00	.00
	161	6.54	.01	.96	.52	1.86	.00	.00	.76	.00	.00
	162	6.32	.01	1.07	.39	1.56	.00	.00	.73	.00	.00
	163	6.08	.01	1.20	.29	1.29	.00	.00	.71	.00	.00
	164	5.83	.01	1.32	.21	1.04	.00	.00	.70	.00	.00
	165	5.58	.01	1.45	.16	.81	.00	.00	1.08	.00	.00
	166	5.32	.01	1.57	.14	.62	.00	.00	1.14	.00	.00
	167	5.07	.01	1.69	.14	.46	.00	.00	1.20	.00	.00
	168	4.82	.01	1.82	.00	.32	.00	.00	1.25	.00	.00
	169	4.59	.02	1.94	.00	.21	.00	.00	1.29	.00	.00
	170	4.36	.02	2.06	.00	.14	.00	.00	1.34	.00	.00
	171	4.15	.03	2.18	.00	.08	.00	.00	1.37	.00	.00
	172	3.95	.03	2.29	.00	.05	.00	.00	1.41	.00	.00
	173	3.75	.04	2.40	.00	.04	.00	.00	1.45	.00	.00
	174	3.57	.05	2.51	.00	.05	.00	.00	1.48	.00	.00
	175	1.36	.06	2.61	.00	.07	.00	.00	1.52	.00	.00
	176	1.30	.07	2.71	.00	.11	.00	.00	1.56	.00	.00
	177	1.24	.08	2.81	.00	.16	.00	.00	1.29	.00	.00
	178	1.18	.09	2.91	.00	.22	.00	.00	1.42	.00	.00
	179	1.12	.09	3.00	.00	.28	.00	.00	1.58	.00	.00
	180	1.06	.10	3.08	.00	.00	.00	.00	1.76	.00	.00
	181	1.01	.11	3.17	.00	.00	.00	.00	1.96	.00	.00
	182	.96	.12	3.25	.00	.00	.00	.00	2.20	.00	.00
	183	.91	.04	3.33	.00	.00	.00	.00	2.46	.00	.00
	184	.85	.03	3.40	.00	.00	.00	.00	2.72	.00	.00
	185	.81	.07	3.47	.00	.00	.00	.00	3.00	.00	.00
	186	.76	.17	3.54	.00	.00	.00	.00	3.26	.00	.00
	187	.73	.32	3.61	.00	.00	.00	.00	3.52	.00	.00
	188	.69	.52	3.67	.00	.00	.00	.00	.00	.00	.00
	189	.65	.75	5.00	.00	.00	.00	.00	.00	.00	.00
	190	.63	1.01	5.13	.00	.00	.00	.00	.00	.00	.00
	191	.60	1.29	5.29	.00	.00	.00	.00	.00	.00	.00
	192	.57	1.57	5.46	.00	.00	.00	.00	.00	.00	.00
	193	.55	1.84	5.60	.00	.00	.00	.00	.00	.00	.00
	194	.54	2.09	5.62	.00	.00	.00	.00	.00	.00	.00
	195	.52	2.33	5.63	.00	.00	.00	.00	.00	.00	.00
	196	1.16	.00	5.64	.00	.00	.00	.00	.00	.00	.00
	197	1.36	.00	5.65	.00	.00	.00	.00	.00	.00	.00
	198	1.59	.00	5.66	.00	.00	.00	.00	.00	.00	.00
	199	1.83	.00	5.69	.00	.00	.00	.00	.00	.00	.00
	200	2.07	.00	5.72	.00	.00	.00	.00	.00	.00	.00
	201	2.30	.00	5.78	.00	.00	.00	.00	.00	.00	.00
	202	2.51	.00	5.84	.00	.00	.00	.00	.00	.00	.00
	203	2.67	.00	5.93	.00	.00	.00	.00	.00	.00	.00
	204	2.79	.00	6.03	.00	.00	.00	.00	.00	.00	.00
	205	2.84	.00	6.15	.00	.00	.00	.00	.00	.00	.00
	206	1.79	.00	6.28	.00	.00	.00	.00	.00	.00	.00
	207	1.90	.00	6.43	.00	.00	.00	.00	.00	.00	.00
	208	2.04	.00	6.58	.00	.00	.00	.00	.00	.00	.00
	209	2.17	.00	6.74	.00	.00	.00	.00	.00	.00	.00
	210	2.28	.00	6.90	.00	.00	.00	.00	.00	.00	.00
	211	2.39	.00	7.06	.00	.00	.00	.00	.00	.00	.00
	212	2.48	.00	7.22	.00	.00	.00	.00	.00	.00	.00
	213	2.56	.00	7.37	.00	.00	.00	.00	.00	.00	.00
	214	2.63	.00	7.52	.00	.00	.00	.00	.00	.00	.00
	215	2.69	.00	7.66	.00	.00	.00	.00	.00	.00	.00
	216	3.12	.00	7.78	.00	.00	.00	.00	.00	.00	.00
	217	3.36	.00	7.90	.00	.00	.00	.00	.00	.00	.00
	218	3.58	.00	.00	.00	.00	.00	.00	.00	.00	.00
	219	3.78	.00	.00	.00	.00	.00	.00	.00	.00	.00
