loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	206	7.61	.00	4.61	.00	.00	.00	.00	.00	.00	.00
	207	9.06	.00	4.45	.00	.00	.00	.00	.00	.00	.00
	208	9.32	.00	4.28	.00	.00	.00	.00	.00	.00	.00
	209	9.55	.00	4.12	.00	.00	.00	.00	.00	.00	.00
	210	9.73	.00	3.95	.00	.00	.00	.00	.00	.00	.00
	211	9.88	.00	3.78	.00	.00	.00	.00	.00	.00	.00
	212	10.01	.00	3.61	.00	.00	.00	.00	.00	.00	.00
	213	10.14	.00	3.44	.00	.00	.00	.00	.00	.00	.00
	214	10.29	.00	3.28	.00	.00	.00	.00	.00	.00	.00
	215	10.45	.00	3.12	.00	.00	.00	.00	.00	.00	.00
	216	9.71	.00	2.97	.00	.00	.00	.00	.00	.00	.00
	217	9.97	.00	2.82	.00	.00	.00	.00	.00	.00	.00
	218	10.21	.00	.00	.00	.00	.00	.00	.00	.00	.00
	219	10.42	.00	.00	.00	.00	.00	.00	.00	.00	.00
	220	10.60	.00	.00	.00	.00	.00	.00	.00	.00	.00
	221	10.73	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	10.83	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	10.89	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	10.91	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	10.88	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	10.83	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	10.74	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	8.33	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	8.16	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	8.00	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	7.83	.00	.00	.00	.00	.00	.00	.00	.00	.00
	232	7.66	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	3.03	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	2.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	235	2.09	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	1.68	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	1.31	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	.99	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	.72	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	.49	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	.31	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	.36	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	.78	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	1.04	.00	.00	.00	.00	.00	.00	.00	.00	.00
	246	1.34	.00	.00	.00	.00	.00	.00	.00	.00	.00
	247	1.68	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	2.04	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	4.27	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	4.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	4.27	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	3.96	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	3.76	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	3.60	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	3.48	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	3.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	257	3.45	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	3.57	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	3.79	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	4.12	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	4.54	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	5.02	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	5.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	6.09	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	6.62	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	8.57	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	9.44	.00	.00	.00	.00	.00	.00	.00	.00	.00
