loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	78	5.69	1.42	1.75	.75	13.71	4.87	7.27	3.93	.90	3.09
	79	5.52	1.41	1.80	1.89	13.76	4.95	7.14	3.85	.97	2.98
	80	5.31	1.38	1.85	1.93	13.78	5.02	6.97	3.77	1.05	2.87
	81	5.05	1.35	1.90	1.96	13.73	5.08	6.78	3.68	1.13	2.76
	82	3.09	1.30	1.94	1.99	13.64	5.13	6.56	3.59	1.21	2.65
	83	3.13	1.25	1.99	2.03	13.51	5.16	6.31	3.51	1.30	2.55
	84	3.18	1.18	2.03	2.06	13.33	5.19	6.04	3.43	1.38	2.44
	85	3.24	1.11	2.07	2.09	13.12	5.21	5.75	3.35	1.46	2.41
	86	3.32	1.04	2.11	2.12	12.88	5.07	5.44	3.29	1.54	2.51
	87	3.41	.96	2.15	2.15	12.62	4.08	5.11	3.23	1.63	2.63
	88	3.51	.88	2.19	2.18	12.33	3.07	4.78	3.19	1.71	2.76
	89	3.62	.80	2.22	2.20	12.03	2.96	4.43	3.16	1.79	2.91
	90	3.74	.72	2.26	2.21	11.72	2.85	4.09	3.14	1.87	3.09
	91	3.87	.65	2.29	2.22	11.40	2.73	3.75	3.13	1.95	3.28
	92	4.01	.41	2.32	2.22	8.09	2.62	3.43	3.14	2.03	3.49
	93	4.16	.44	2.35	2.22	7.75	2.50	3.12	3.17	2.11	3.73
	94	4.31	.48	2.37	2.21	7.28	2.38	2.83	3.21	2.20	3.98
	95	4.46	.51	2.39	2.19	6.68	2.26	2.57	3.25	2.28	4.25
	96	4.61	.53	2.41	2.17	5.96	2.14	2.34	3.31	2.37	4.52
	97	4.75	.56	2.43	2.15	5.15	2.02	2.14	3.38	2.46	4.80
	98	4.89	.59	2.44	2.11	5.04	1.90	1.96	3.46	2.55	5.08
	99	5.01	.61	2.45	2.08	5.08	1.78	1.82	3.55	2.64	5.36
	100	5.12	.63	2.45	2.04	5.10	1.67	1.70	3.64	2.73	5.63
	101	5.22	.65	2.45	2.00	5.12	1.55	1.61	3.74	4.39	5.90
	102	5.30	.66	2.45	1.96	5.13	1.44	1.54	5.30	4.54	6.16
	103	5.37	.64	2.44	1.92	5.13	1.33	1.49	5.39	4.68	6.41
	104	5.43	.60	2.44	1.88	5.13	1.22	1.47	5.46	4.82	7.55
	105	5.47	.56	2.42	1.85	5.10	1.11	1.46	5.52	4.95	8.01
	106	5.50	.53	2.41	1.82	5.08	1.01	1.46	5.56	5.06	8.36
	107	5.52	.50	2.39	1.79	5.04	.92	2.33	5.59	5.18	8.62
	108	5.53	.50	2.37	1.76	4.98	.83	2.16	5.60	5.27	8.77
	109	5.53	.51	2.35	4.23	4.91	.74	1.96	5.59	5.36	8.85
	110	5.53	.54	2.33	4.59	4.82	.66	1.76	5.55	5.44	8.83
	111	5.52	.34	2.31	4.96	4.72	.58	1.56	5.51	5.50	8.66
	112	5.51	.67	2.29	5.31	4.61	.51	1.37	5.44	5.55	8.33
	113	5.49	1.13	2.26	5.66	4.49	.44	1.21	5.35	5.59	7.95
	114	5.49	1.41	2.24	5.99	4.35	.38	1.09	5.25	5.62	7.53
	115	5.48	1.52	1.39	6.30	4.20	.32	1.02	5.14	5.63	7.07
	116	5.48	1.59	1.50	6.59	4.04	.53	.93	5.01	5.63	6.56
	117	5.48	1.61	1.65	6.86	3.88	.63	.81	4.88	5.62	6.02
	118	5.49	1.58	1.82	7.10	3.71	.74	.69	4.74	5.60	5.46
	119	5.51	1.50	2.03	7.33	3.54	.86	.58	4.60	5.56	4.88
	120	5.53	1.63	2.27	7.52	3.37	.99	.48	4.45	5.51	4.30
	121	5.55	1.69	2.52	7.70	3.20	1.14	.39	4.31	5.46	3.73
	122	5.58	1.75	2.79	7.85	3.04	1.30	.32	4.17	5.39	3.20
	123	7.17	1.81	3.06	7.98	2.88	1.47	.26	4.04	5.32	2.69
	124	7.43	1.87	3.33	8.09	2.73	1.65	.23	3.91	5.23	2.24
	125	7.60	1.92	3.57	8.17	2.59	1.84	.22	3.78	5.14	.00
	126	7.69	1.97	3.80	8.24	2.46	2.04	.23	3.66	5.05	.00
	127	7.69	2.02	3.99	8.29	2.34	2.25	.27	3.53	4.95	.00
	128	7.62	2.05	4.15	8.32	2.23	2.47	.34	3.39	4.85	.00
	129	7.47	2.06	5.65	8.33	3.04	2.69	.43	3.19	4.74	.00
	130	7.27	2.07	5.77	8.32	3.20	2.91	.54	2.99	4.63	.00
	131	7.03	2.06	5.89	8.30	3.36	3.14	3.16	2.77	4.72	.00
	132	6.76	2.03	6.01	8.27	3.52	3.37	3.42	2.35	4.98	.00
	133	6.46	1.98	6.12	8.57	3.66	3.60	3.67	1.68	5.23	.00
	134	6.15	1.93	6.23	8.69	3.81	3.83	3.92	1.09	5.49	.00
	135	5.63	1.86	6.34	8.11	3.94	4.05	4.16	.62	5.72	.00
	136	4.97	1.78	6.43	8.95	4.06	4.28	4.38	.27	5.94	.00
	137	4.21	1.69	6.52	9.74	4.18	4.50	4.59	.32	6.13	.00
	138	3.38	1.60	6.59	10.45	4.28	4.71	4.78	.29	6.29	.00
	139	2.57	1.50	6.64	11.06	4.37	4.92	4.95	.28	6.42	.00
	140	2.06	1.40	6.67	11.56	4.45	5.13	5.10	.30	6.52	.00
	141	2.20	1.31	6.68	11.93	4.52	5.33	5.22	.33	6.57	.00
	142	1.60	1.22	6.66	12.19	4.57	5.51	5.32	.39	6.59	.00
	143	1.86	1.13	4.38	8.38	4.62	5.69	5.40	.45	6.58	.00
	144	1.79	1.06	4.20	8.77	4.65	5.87	5.46	.50	6.52	.00
	145	1.69	.99	4.01	9.07	4.67	6.03	5.98	.49	6.43	.00
	146	1.57	.92	3.82	9.29	4.68	6.18	5.87	.49	6.31	.00
	147	1.44	.87	3.63	9.43	4.68	6.33	5.75	.49	6.15	.00
	148	1.29	.82	3.44	.00	4.67	6.46	5.64	.49	5.97	.00
	149	1.14	.78	3.25	.00	4.65	6.58	5.52	.49	5.77	.00
	150	.99	.75	3.06	.00	4.63	6.69	5.40	.49	.70	.00
	151	.84	.91	2.89	.00	4.29	6.79	5.28	.50	.59	.00
	152	.70	.86	2.72	.00	4.16	6.89	5.16	.50	.49	.00
	153	.58	.82	2.55	.00	4.04	6.97	5.04	.50	.40	.00
	154	.85	.78	2.40	.00	3.93	7.04	4.92	.50	.31	.00
	155	.76	.74	2.25	.00	3.84	7.11	4.80	.50	.24	.00
	156	.68	.70	2.11	.00	3.76	7.16	4.69	.49	.16	.00
	157	.61	.66	1.97	.00	3.69	7.21	4.57	.49	.11	.00
