loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	116	7.59	16.50	1.55	5.78	1.06	7.79	.00	2.87	6.56	.08
	117	7.38	20.47	1.49	5.84	1.52	7.54	.00	2.66	6.54	.04
	118	7.17	21.03	1.42	5.86	1.52	7.34	.00	2.47	6.54	.01
	119	6.95	21.56	1.35	5.84	1.53	7.16	.00	2.32	6.55	.00
	120	6.73	22.04	1.29	5.79	1.56	7.00	.00	2.21	6.58	.01
	121	6.50	22.45	1.22	5.70	1.59	6.86	.00	2.14	6.61	.04
	122	6.27	22.78	1.16	5.59	1.62	6.72	.00	2.10	6.65	.10
	123	6.04	23.00	1.09	5.46	1.66	6.60	.00	2.09	6.70	.18
	124	5.80	23.13	1.03	5.31	1.70	6.47	.00	2.10	6.75	.29
	125	5.57	23.14	.97	5.14	1.74	1.00	.00	2.13	6.80	.42
	126	5.33	23.04	.91	4.97	1.77	.97	.00	2.18	6.85	.58
	127	5.09	22.83	.86	4.80	1.80	.94	.00	3.06	6.89	.77
	128	1.48	22.50	.81	6.53	1.74	.90	.00	3.04	6.93	.97
	129	1.48	22.07	.76	7.41	1.67	.87	.00	3.00	6.96	1.19
	130	1.52	21.52	.71	8.16	1.60	.84	.00	2.95	6.97	1.42
	131	1.60	20.88	.67	8.77	1.99	.81	.00	2.88	6.97	1.66
	132	1.73	20.14	.63	9.21	1.86	.78	.00	2.79	6.96	1.91
	133	1.87	19.32	.60	8.05	1.73	.75	.00	2.70	6.94	2.16
	134	2.14	18.42	.56	7.40	1.60	.73	.00	2.59	6.90	2.41
	135	2.53	17.46	.53	6.49	1.46	.70	.00	2.48	6.86	2.66
	136	2.93	16.44	.50	5.38	1.33	.68	.00	2.36	.00	2.90
	137	3.33	15.39	.47	9.18	1.20	.65	.00	2.24	.00	3.14
	138	3.71	14.32	.45	9.84	1.08	.63	.00	2.13	.00	3.37
	139	4.06	13.24	.24	10.35	.97	.60	.00	2.02	.00	.00
	140	4.40	12.17	.64	10.69	.86	.57	.00	2.20	.00	.00
	141	4.79	3.80	.66	10.83	.77	.54	.00	2.07	.00	.00
	142	14.23	3.77	.69	10.77	.68	.51	.00	1.96	.00	.00
	143	15.08	3.80	.72	10.51	.61	.47	.00	1.86	.00	.00
	144	15.87	3.87	.76	10.06	.55	.43	.00	1.79	.00	.00
	145	16.55	3.94	.80	9.45	.50	.40	.00	1.72	.00	.00
	146	17.06	3.99	.85	9.41	.46	.36	.00	1.68	.00	.00
	147	17.37	3.74	.90	9.42	.43	.32	.00	1.65	.00	.00
	148	17.45	3.50	.95	9.41	.47	.29	.00	1.63	.00	.00
	149	17.27	3.28	1.02	9.39	.56	.25	.00	1.62	.00	.00
	150	19.04	3.09	1.08	9.36	.66	.22	.00	1.62	.00	.00
	151	19.87	4.22	1.15	9.32	.77	.19	.00	1.80	.00	.00
	152	20.69	4.72	1.23	9.26	.88	.17	.00	1.99	.00	.00
	153	21.49	5.22	1.31	9.19	1.01	.15	.00	2.18	.00	.00
	154	22.26	5.69	1.40	9.11	1.14	.13	.00	2.38	.00	.00
	155	23.00	6.13	1.48	9.02	1.27	.12	.00	2.57	.00	.00
	156	23.71	6.53	1.57	8.93	1.41	.12	.00	2.77	.00	.00
	157	24.36	8.41	1.67	8.83	1.55	.12	.00	2.95	.00	.00
	158	24.97	8.33	1.76	8.72	1.69	.12	.00	3.13	.00	.00
	159	25.53	8.24	1.86	8.60	1.83	.00	.00	3.30	.00	.00
	160	26.03	8.14	1.96	8.48	1.95	.00	.00	3.45	.00	.00
	161	26.47	8.04	2.06	8.34	2.08	.00	.00	3.60	.00	.00
	162	26.85	7.92	2.16	8.20	2.19	.00	.00	3.73	.00	.00
	163	27.17	7.80	2.26	8.04	2.29	.00	.00	3.84	.00	.00
	164	27.43	7.66	2.36	7.87	2.39	.00	.00	3.94	.00	.00
	165	27.61	7.51	2.46	7.69	2.48	.00	.00	3.11	.00	.00
	166	27.73	7.34	2.56	7.50	2.56	.00	.00	2.67	.00	.00
	167	27.77	7.17	2.66	7.29	2.62	.00	.00	2.24	.00	.00
	168	27.74	6.97	2.75	.00	2.68	.00	.00	1.83	.00	.00
	169	27.63	6.76	2.84	.00	2.74	.00	.00	1.44	.00	.00
	170	27.45	6.54	2.93	.00	2.78	.00	.00	1.09	.00	.00
	171	27.20	6.31	3.02	.00	2.83	.00	.00	.77	.00	.00
	172	26.88	6.06	3.11	.00	2.86	.00	.00	.50	.00	.00
	173	26.49	5.81	3.19	.00	2.89	.00	.00	.30	.00	.00
	174	26.03	5.55	3.26	.00	2.91	.00	.00	.14	.00	.00
	175	11.70	5.28	3.34	.00	2.94	.00	.00	.05	.00	.00
	176	11.83	5.02	3.41	.00	2.95	.00	.00	.01	.00	.00
	177	11.92	4.75	3.48	.00	2.97	.00	.00	.21	.00	.00
	178	11.95	4.50	3.54	.00	2.98	.00	.00	.22	.00	.00
	179	11.94	4.25	3.61	.00	2.99	.00	.00	.23	.00	.00
	180	11.85	4.02	3.67	.00	.00	.00	.00	.25	.00	.00
	181	11.70	3.80	3.72	.00	.00	.00	.00	.27	.00	.00
	182	11.47	3.59	3.77	.00	.00	.00	.00	.30	.00	.00
	183	11.15	1.20	3.82	.00	.00	.00	.00	.33	.00	.00
	184	10.75	1.42	3.87	.00	.00	.00	.00	.36	.00	.00
	185	10.26	1.64	3.92	.00	.00	.00	.00	.40	.00	.00
	186	9.69	1.86	3.96	.00	.00	.00	.00	.44	.00	.00
	187	9.04	2.07	4.00	.00	.00	.00	.00	.47	.00	.00
	188	8.33	2.25	4.04	.00	.00	.00	.00	.00	.00	.00
	189	7.56	2.41	4.95	.00	.00	.00	.00	.00	.00	.00
	190	6.76	2.54	5.80	.00	.00	.00	.00	.00	.00	.00
	191	5.97	2.63	6.48	.00	.00	.00	.00	.00	.00	.00
	192	5.21	2.69	7.01	.00	.00	.00	.00	.00	.00	.00
	193	4.50	2.71	7.26	.00	.00	.00	.00	.00	.00	.00
	194	3.86	2.71	7.16	.00	.00	.00	.00	.00	.00	.00
	195	3.29	2.68	7.03	.00	.00	.00	.00	.00	.00	.00
	196	1.20	.00	6.89	.00	.00	.00	.00	.00	.00	.00
	197	1.03	.00	6.71	.00	.00	.00	.00	.00	.00	.00
	198	.87	.00	6.52	.00	.00	.00	.00	.00	.00	.00
	199	.72	.00	6.31	.00	.00	.00	.00	.00	.00	.00
	200	.60	.00	6.07	.00	.00	.00	.00	.00	.00	.00
	201	.52	.00	5.82	.00	.00	.00	.00	.00	.00	.00
	202	.50	.00	5.56	.00	.00	.00	.00	.00	.00	.00
	203	.55	.00	5.28	.00	.00	.00	.00	.00	.00	.00
	204	.66	.00	4.99	.00	.00	.00	.00	.00	.00	.00
	205	.83	.00	4.70	.00	.00	.00	.00	.00	.00	.00
	206	4.55	.00	4.41	.00	.00	.00	.00	.00	.00	.00
	207	4.44	.00	4.12	.00	.00	.00	.00	.00	.00	.00
	208	4.14	.00	3.83	.00	.00	.00	.00	.00	.00	.00
	209	3.79	.00	3.55	.00	.00	.00	.00	.00	.00	.00
	210	3.42	.00	3.27	.00	.00	.00	.00	.00	.00	.00
	211	3.04	.00	3.01	.00	.00	.00	.00	.00	.00	.00
	212	2.66	.00	2.76	.00	.00	.00	.00	.00	.00	.00
	213	2.31	.00	2.52	.00	.00	.00	.00	.00	.00	.00
	214	1.99	.00	2.29	.00	.00	.00	.00	.00	.00	.00
	215	1.72	.00	2.08	.00	.00	.00	.00	.00	.00	.00
	216	5.54	.00	1.88	.00	.00	.00	.00	.00	.00	.00
	217	5.72	.00	1.70	.00	.00	.00	.00	.00	.00	.00
	218	5.87	.00	.00	.00	.00	.00	.00	.00	.00	.00
	219	5.99	.00	.00	.00	.00	.00	.00	.00	.00	.00
	220	6.07	.00	.00	.00	.00	.00	.00	.00	.00	.00
	221	6.11	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	6.10	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	6.05	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	5.97	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	5.85	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	5.70	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	5.53	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	4.99	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	5.03	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	5.06	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	5.10	.00	.00	.00	.00	.00	.00	.00	.00	.00
	232	5.12	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	5.19	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	5.29	.00	.00	.00	.00	.00	.00	.00	.00	.00
	235	5.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	5.37	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	5.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	5.30	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	5.21	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	5.09	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	4.96	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	4.02	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	4.66	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	5.20	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	5.66	.00	.00	.00	.00	.00	.00	.00	.00	.00
	246	6.06	.00	.00	.00	.00	.00	.00	.00	.00	.00
