loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	117	3.33	4.93	1.70	3.37	.72	.60	.00	2.40	5.40	6.11
	118	3.27	5.12	1.63	3.05	.74	.49	.00	2.33	5.50	6.17
	119	3.23	5.32	1.55	2.74	.78	.40	.00	2.25	5.61	6.22
	120	3.19	5.52	1.48	2.44	.81	.34	.00	2.17	5.72	6.24
	121	3.14	5.72	1.42	2.17	.85	.29	.00	2.08	5.82	6.25
	122	3.11	5.93	1.36	1.91	.88	.27	.00	1.99	5.90	6.23
	123	3.07	6.15	1.30	1.67	.91	.26	.00	1.90	5.97	6.18
	124	3.05	6.36	1.25	1.46	.93	.27	.00	1.82	6.02	6.11
	125	3.01	6.57	1.20	1.26	.94	.25	.00	1.73	6.04	6.01
	126	2.98	6.78	1.17	1.09	.94	.23	.00	1.66	6.05	5.89
	127	2.96	6.98	1.13	.93	.93	.21	.00	.73	6.03	5.74
	128	2.95	7.18	1.11	.34	.89	.19	.00	.99	5.98	5.57
	129	3.03	7.36	1.09	.26	.85	.18	.00	1.29	5.91	5.38
	130	3.13	7.54	1.08	.19	.82	.17	.00	1.64	5.82	5.17
	131	3.22	7.71	1.07	.13	1.05	.16	.00	2.01	5.71	4.95
	132	3.31	7.86	1.06	.08	.96	.16	.00	2.40	5.59	4.72
	133	3.39	7.99	1.06	.13	.87	.16	.00	2.78	5.45	4.48
	134	3.41	8.11	1.07	.09	.79	.17	.00	3.15	5.30	4.25
	135	3.35	8.21	1.08	.06	.72	.18	.00	3.49	5.14	4.02
	136	3.26	8.29	1.09	.04	.67	.20	.00	3.78	.00	3.79
	137	3.15	8.35	1.10	1.05	.64	.23	.00	4.03	.00	3.58
	138	3.01	8.39	1.12	.89	.61	.25	.00	4.22	.00	3.37
	139	2.86	8.42	.51	.74	.61	.29	.00	4.36	.00	.00
	140	2.71	8.43	.71	.61	.61	.33	.00	4.25	.00	.00
	141	2.65	6.50	.76	.48	.62	.37	.00	4.09	.00	.00
	142	6.73	5.74	.82	.38	.65	.42	.00	3.92	.00	.00
	143	6.78	5.05	.88	.29	.68	.47	.00	3.72	.00	.00
	144	6.79	4.44	.96	.22	.71	.52	.00	3.52	.00	.00
	145	6.77	3.95	1.04	.16	.75	.58	.00	3.31	.00	.00
	146	6.72	3.57	1.14	.20	.79	.64	.00	3.12	.00	.00
	147	6.63	3.70	1.25	.27	.83	.69	.00	2.97	.00	.00
	148	6.52	3.84	1.37	.36	1.55	.75	.00	2.86	.00	.00
	149	6.38	3.93	1.50	.46	1.57	.82	.00	2.82	.00	.00
	150	7.11	3.93	1.65	.58	1.58	.88	.00	1.35	.00	.00
	151	7.41	1.63	1.80	.72	1.60	.94	.00	1.33	.00	.00
	152	7.71	1.28	1.97	.88	1.61	1.00	.00	1.33	.00	.00
	153	8.02	.95	2.15	1.05	1.62	1.06	.00	1.34	.00	.00
	154	8.33	.66	2.33	1.24	1.63	1.11	.00	1.35	.00	.00
	155	8.62	.41	2.53	1.45	1.64	1.17	.00	1.39	.00	.00
	156	8.92	.23	2.73	1.66	1.66	1.22	.00	1.43	.00	.00
	157	9.20	2.31	2.93	1.89	1.67	1.28	.00	1.48	.00	.00
	158	9.46	2.33	3.15	2.13	1.69	1.33	.00	1.54	.00	.00
	159	9.70	2.35	3.37	2.37	1.73	.00	.00	1.60	.00	.00
	160	9.92	2.38	3.58	2.62	1.76	.00	.00	1.67	.00	.00
	161	10.11	2.41	3.79	2.86	1.82	.00	.00	1.73	.00	.00
	162	10.28	2.43	4.01	3.11	1.88	.00	.00	1.80	.00	.00
	163	10.41	2.46	4.21	3.35	1.96	.00	.00	1.86	.00	.00
	164	10.51	2.49	4.42	3.59	2.05	.00	.00	1.92	.00	.00
	165	10.58	2.52	4.62	3.82	2.15	.00	.00	1.87	.00	.00
	166	10.61	2.55	4.81	4.04	2.26	.00	.00	2.15	.00	.00
	167	10.60	2.58	4.99	4.26	2.38	.00	.00	2.44	.00	.00
	168	10.55	2.60	5.17	.00	2.51	.00	.00	2.73	.00	.00
	169	10.46	2.62	5.34	.00	2.64	.00	.00	3.01	.00	.00
	170	10.33	2.64	5.49	.00	2.77	.00	.00	3.27	.00	.00
	171	10.17	2.64	5.65	.00	2.91	.00	.00	3.50	.00	.00
	172	9.98	2.64	5.78	.00	3.05	.00	.00	3.69	.00	.00
	173	9.75	2.64	5.91	.00	3.18	.00	.00	3.84	.00	.00
	174	9.50	2.62	6.04	.00	3.30	.00	.00	3.95	.00	.00
	175	3.60	2.60	6.15	.00	3.42	.00	.00	4.02	.00	.00
	176	3.70	2.56	6.24	.00	3.54	.00	.00	4.04	.00	.00
	177	3.80	2.51	6.34	.00	3.65	.00	.00	4.20	.00	.00
	178	3.88	2.46	6.42	.00	3.76	.00	.00	4.52	.00	.00
	179	3.96	2.40	6.50	.00	3.86	.00	.00	4.77	.00	.00
	180	4.01	2.33	6.57	.00	.00	.00	.00	4.96	.00	.00
	181	4.05	2.25	6.62	.00	.00	.00	.00	5.08	.00	.00
	182	4.06	2.16	6.68	.00	.00	.00	.00	5.14	.00	.00
	183	4.05	.98	6.72	.00	.00	.00	.00	5.16	.00	.00
	184	4.01	1.03	6.76	.00	.00	.00	.00	5.14	.00	.00
	185	3.95	1.14	6.80	.00	.00	.00	.00	5.10	.00	.00
	186	3.86	1.33	6.82	.00	.00	.00	.00	5.04	.00	.00
	187	3.74	1.59	6.85	.00	.00	.00	.00	4.97	.00	.00
	188	3.60	1.92	6.86	.00	.00	.00	.00	.00	.00	.00
	189	3.44	2.32	6.53	.00	.00	.00	.00	.00	.00	.00
	190	3.26	2.77	5.61	.00	.00	.00	.00	.00	.00	.00
	191	3.06	3.27	4.59	.00	.00	.00	.00	.00	.00	.00
	192	2.86	3.79	3.59	.00	.00	.00	.00	.00	.00	.00
	193	2.65	4.31	3.02	.00	.00	.00	.00	.00	.00	.00
	194	2.45	4.84	3.11	.00	.00	.00	.00	.00	.00	.00
	195	2.25	5.36	3.20	.00	.00	.00	.00	.00	.00	.00
	196	2.03	.00	3.30	.00	.00	.00	.00	.00	.00	.00
	197	2.17	.00	3.40	.00	.00	.00	.00	.00	.00	.00
	198	2.26	.00	3.49	.00	.00	.00	.00	.00	.00	.00
	199	2.30	.00	3.57	.00	.00	.00	.00	.00	.00	.00
	200	2.27	.00	3.65	.00	.00	.00	.00	.00	.00	.00
	201	2.18	.00	3.71	.00	.00	.00	.00	.00	.00	.00
	202	2.04	.00	3.75	.00	.00	.00	.00	.00	.00	.00
	203	1.85	.00	3.78	.00	.00	.00	.00	.00	.00	.00
	204	1.63	.00	3.80	.00	.00	.00	.00	.00	.00	.00
	205	1.41	.00	3.80	.00	.00	.00	.00	.00	.00	.00
	206	1.53	.00	3.78	.00	.00	.00	.00	.00	.00	.00
	207	1.71	.00	3.76	.00	.00	.00	.00	.00	.00	.00
	208	1.84	.00	3.72	.00	.00	.00	.00	.00	.00	.00
	209	1.99	.00	3.67	.00	.00	.00	.00	.00	.00	.00
	210	2.16	.00	3.61	.00	.00	.00	.00	.00	.00	.00
	211	2.33	.00	3.55	.00	.00	.00	.00	.00	.00	.00
