loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	131	15.81	.00	.01	2.71	.31	4.12	.00	10.74	2.05	4.22
	132	15.89	.00	.01	2.92	.38	4.15	.00	10.89	2.09	4.37
	133	15.93	.00	.01	4.11	.49	4.17	.00	11.00	2.13	4.52
	134	15.89	.01	.01	3.41	.64	4.19	.00	11.05	2.17	4.66
	135	15.72	.01	.01	2.68	.83	4.20	.00	11.07	2.20	4.79
	136	15.43	.01	.01	2.00	1.05	4.21	.00	11.05	.00	4.91
	137	15.02	.01	.01	1.63	1.31	4.22	.00	11.00	.00	5.02
	138	14.50	.02	.01	1.55	1.60	4.21	.00	10.94	.00	5.13
	139	13.85	.02	.13	1.50	1.92	4.20	.00	10.86	.00	.00
	140	13.09	.03	.10	1.45	2.26	4.18	.00	7.83	.00	.00
	141	12.60	.07	.10	1.41	2.62	4.16	.00	7.95	.00	.00
	142	14.83	.07	.11	1.38	2.99	4.12	.00	8.02	.00	.00
	143	14.05	.08	.11	1.35	3.36	4.08	.00	8.04	.00	.00
	144	13.19	.08	.11	1.31	3.73	4.03	.00	8.00	.00	.00
	145	12.25	.09	.12	1.27	4.10	3.97	.00	7.90	.00	.00
	146	11.23	.10	.12	1.21	4.46	3.91	.00	7.72	.00	.00
	147	10.17	.15	.13	1.16	4.80	3.84	.00	7.48	.00	.00
	148	9.07	.25	.13	1.10	.60	3.76	.00	7.19	.00	.00
	149	7.97	.39	.14	1.05	.70	3.68	.00	6.87	.00	.00
	150	10.83	.55	.14	1.00	.82	3.59	.00	4.60	.00	.00
	151	10.68	.84	.15	.95	.96	3.50	.00	4.88	.00	.00
	152	10.52	.96	.15	.91	1.11	3.41	.00	5.19	.00	.00
	153	10.35	1.09	.16	.88	1.27	3.31	.00	5.51	.00	.00
	154	10.17	1.22	.16	.86	1.45	3.22	.00	5.84	.00	.00
	155	9.97	1.35	.17	.84	1.65	3.12	.00	6.15	.00	.00
	156	9.77	1.49	.17	.84	1.85	3.03	.00	6.42	.00	.00
	157	9.56	1.44	.18	.85	2.07	2.94	.00	6.64	.00	.00
	158	9.34	1.47	.18	.87	2.30	2.85	.00	6.81	.00	.00
