loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	218	.69	.00	.00	.00	.00	.00	.00	.00	.00	.00
	219	.75	.00	.00	.00	.00	.00	.00	.00	.00	.00
	220	.83	.00	.00	.00	.00	.00	.00	.00	.00	.00
	221	.94	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	1.07	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	1.22	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	1.37	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	1.52	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	1.67	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	1.80	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	1.73	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	1.65	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	1.56	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	1.45	.00	.00	.00	.00	.00	.00	.00	.00	.00
	232	1.34	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	235	.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	.42	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	.41	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	.38	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	.72	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	.65	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	.59	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	.56	.00	.00	.00	.00	.00	.00	.00	.00	.00
	246	.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	247	.56	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	.59	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	.29	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	.18	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	.11	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	.08	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	.04	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	.01	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	.00	.00	.00	.00	.00	.00	.00	.00	.00	.00
	257	.02	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	.05	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	.10	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	.15	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	.21	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	.28	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	.41	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	.48	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	.85	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	.59	.00	.00	.00	.00	.00	.00	.00	.00	.00
